name,level,published,created_on,review_count,avg_rating
whiskerer,2,True,2019-12-17,2,3.5
encincture,2,True,2019-12-17,1,5.0
rickyard,0,True,2019-12-17,2,2.0
musculoarterial,1,True,2019-12-17,2,3.0
undiversified,2,True,2019-12-17,4,2.0
periovular,1,True,2019-12-17,2,2.0
aerophile,1,True,2019-12-17,3,4.0
bronco,1,True,2019-12-17,2,4.5
byordinar,0,True,2019-12-17,3,3.3333
soughing,0,True,2019-12-17,3,2.0
reambitious,1,True,2019-12-17,2,4.0
concrescence,0,True,2019-12-17,4,3.25
Astylosternus,2,True,2019-12-17,3,3.0
subnascent,1,True,2019-12-17,2,4.0
astrocytomata,0,True,2019-12-17,6,3.1667
aeciotelium,1,True,2019-12-17,1,5.0
aqueduct,0,True,2019-12-17,3,2.6667
maleficiation,0,True,2019-12-17,3,3.3333
liking,1,True,2019-12-17,1,5.0
uranoscopy,2,True,2019-12-17,2,3.0
Guyandot,1,True,2019-12-17,2,3.0
toxodont,1,True,2019-12-17,2,2.5
overprizer,1,True,2019-12-17,1,5.0
subduple,2,True,2019-12-17,3,3.6667
spermatozoan,0,True,2019-12-17,3,3.6667
olfactory,2,True,2019-12-17,2,3.5
monogonoporous,0,True,2019-12-17,3,3.0
seel,2,True,2019-12-17,4,4.0
uroacidimeter,1,True,2019-12-17,2,2.5
Scleroderma,0,True,2019-12-17,5,3.4
prepurchaser,1,True,2019-12-17,2,2.0
untaking,2,True,2019-12-17,4,3.5
Stylaster,1,True,2019-12-17,4,4.0
uncoronated,2,True,2019-12-17,6,3.5
consumpt,2,True,2019-12-17,2,1.0
fictionization,1,True,2019-12-17,3,2.6667
gammelost,2,True,2019-12-17,3,3.0
decolorimeter,1,True,2019-12-17,1,2.0
Cerberus,0,True,2019-12-17,2,2.0
multangulum,2,True,2019-12-17,3,2.6667
mohnseed,1,True,2019-12-17,5,2.2
concretely,1,True,2019-12-17,4,2.75
overgratitude,2,True,2019-12-17,2,5.0
witling,1,True,2019-12-17,3,3.0
offendable,0,True,2019-12-17,2,2.5
teacher,0,True,2019-12-17,3,3.3333
ovine,2,True,2019-12-17,4,1.75
tagtail,2,True,2019-12-17,3,1.6667
goliardic,2,True,2019-12-17,3,3.6667
coattail,1,True,2019-12-17,2,2.5
Hilarytide,0,True,2019-12-17,4,3.75
sismotherapy,2,True,2019-12-17,5,3.4
archpoet,1,True,2019-12-17,3,3.0
aphorismos,1,True,2019-12-17,4,2.5
fantasque,0,True,2019-12-17,4,3.25
fibered,1,True,2019-12-17,1,5.0
Brava,0,True,2019-12-17,3,4.0
phylactic,1,True,2019-12-17,2,1.5
musical,0,True,2019-12-17,5,3.8
unfunniness,2,True,2019-12-17,2,3.0
shoalwise,2,True,2019-12-17,4,3.75
paucinervate,1,True,2019-12-17,4,3.5
homeopath,2,True,2019-12-17,8,2.25
bursicle,0,True,2019-12-17,7,2.2857
wand,0,True,2019-12-17,1,2.0
Leptomonas,2,True,2019-12-17,3,3.6667
Crassulaceae,1,True,2019-12-17,2,3.5
pavonine,0,True,2019-12-17,4,2.75
panoplied,0,True,2019-12-17,4,4.0
fruitlet,1,True,2019-12-17,2,2.0
toxophilitism,0,True,2019-12-17,4,4.25
rationment,0,True,2019-12-17,2,3.0
apoplectically,2,True,2019-12-17,4,3.25
aspiringly,0,True,2019-12-17,2,1.0
aroon,1,True,2019-12-17,1,4.0
metallurgist,0,True,2019-12-17,4,2.75
uncircumcisedness,2,True,2019-12-17,3,4.0
rabbinist,0,True,2019-12-17,5,3.0
jinshang,1,True,2019-12-17,5,3.2
swellishness,1,True,2019-12-17,2,4.0
nonclergyable,1,True,2019-12-17,5,2.8
bandicoy,1,True,2019-12-17,2,2.0
micromesentery,2,True,2019-12-17,3,2.0
loyalness,0,True,2019-12-17,1,1.0
unmemoried,2,True,2019-12-17,2,3.0
anticarious,0,True,2019-12-17,4,3.5
preformism,2,True,2019-12-17,3,3.6667
prayful,0,True,2019-12-17,2,3.0
unbastinadoed,0,True,2019-12-17,4,3.5
soapmaker,0,True,2019-12-17,5,3.0
estrange,2,True,2019-12-17,4,3.25
ornithodelph,1,True,2019-12-17,5,2.6
Hadromerina,0,True,2019-12-17,2,3.0
siphonostele,0,True,2019-12-17,5,3.4
urgence,1,True,2019-12-17,3,3.0
knell,0,True,2019-12-17,2,3.5
despisal,0,True,2019-12-17,5,3.0
Antigonon,2,True,2019-12-17,3,3.3333
sunfish,1,True,2019-12-17,6,2.5
infanthood,1,True,2019-12-17,2,3.0
theanthropy,2,True,2019-12-17,1,3.0
Tecoma,2,True,2019-12-17,1,5.0
Aramaism,2,True,2019-12-17,4,1.75
autophotometry,1,True,2019-12-17,6,2.8333
haily,1,True,2019-12-17,3,4.0
unsaturation,0,True,2019-12-17,2,2.0
nonconstruable,2,True,2019-12-17,4,3.0
counterdigged,1,True,2019-12-17,3,2.0
captious,2,True,2019-12-17,1,5.0
soliloquacious,0,True,2019-12-17,2,3.0
impressiveness,2,True,2019-12-17,1,5.0
James,2,True,2019-12-17,1,4.0
syllogist,2,True,2019-12-17,5,2.2
antilemic,1,True,2019-12-17,2,3.0
retrievableness,0,True,2019-12-17,1,2.0
decumbent,0,True,2019-12-17,3,2.3333
iodospongin,2,True,2019-12-17,2,4.5
fettler,0,True,2019-12-17,4,2.75
nonsuggestion,2,True,2019-12-17,1,4.0
inpensioner,1,True,2019-12-17,4,3.5
Squalus,0,True,2019-12-17,2,5.0
ornithophily,1,True,2019-12-17,3,2.6667
Panorpidae,0,True,2019-12-17,1,4.0
proreservationist,0,True,2019-12-17,3,1.3333
goddaughter,1,True,2019-12-17,2,3.5
predominantly,1,True,2019-12-17,1,3.0
rotating,1,True,2019-12-17,3,2.6667
spikenard,1,True,2019-12-17,3,2.0
Ceratostomataceae,2,True,2019-12-17,3,1.6667
Tetragoniaceae,0,True,2019-12-17,3,4.0
pathogenetic,1,True,2019-12-17,3,2.3333
typhloempyema,2,True,2019-12-17,3,2.3333
autostyly,0,True,2019-12-17,6,3.5
Aira,0,True,2019-12-17,4,2.5
Pretenderism,2,True,2019-12-17,3,3.0
asphyxiation,2,True,2019-12-17,3,2.0
counterclaim,1,True,2019-12-17,4,2.0
knotwork,2,True,2019-12-17,1,5.0
cashcuttee,0,True,2019-12-17,2,3.0
unbonny,0,True,2019-12-17,4,2.25
languaged,0,True,2019-12-17,4,4.0
banco,1,True,2019-12-17,3,3.6667
ketonize,2,True,2019-12-17,4,3.5
complement,0,True,2019-12-17,3,4.0
Moattalite,2,True,2019-12-17,4,3.25
planching,1,True,2019-12-17,3,2.3333
plasterlike,1,True,2019-12-17,4,3.5
archantagonist,2,True,2019-12-17,3,5.0
syphilous,2,True,2019-12-17,2,3.0
postnatal,0,True,2019-12-17,5,3.0
misteach,0,True,2019-12-17,4,3.75
phloeophagous,1,True,2019-12-17,4,3.0
subchela,2,True,2019-12-17,3,2.3333
conacre,2,True,2019-12-17,2,1.0
marginiform,2,True,2019-12-17,3,4.3333
clerking,1,True,2019-12-17,8,2.875
gymnospermal,2,True,2019-12-17,1,5.0
inferno,0,True,2019-12-17,4,3.25
rephrase,0,True,2019-12-17,3,2.0
pejorism,0,True,2019-12-17,5,3.8
everyday,1,True,2019-12-17,4,4.75
neurotization,1,True,2019-12-17,2,4.0
mushheaded,0,True,2019-12-17,3,1.3333
evenblush,2,True,2019-12-17,2,2.5
clavelize,2,True,2019-12-17,2,2.0
scapuloradial,0,True,2019-12-17,2,2.0
bitters,2,True,2019-12-17,2,3.5
gutter,0,True,2019-12-17,2,1.5
pyroguaiacin,2,True,2019-12-17,4,3.25
astragalotibial,2,True,2019-12-17,3,3.0
pneomanometer,2,True,2019-12-17,4,1.75
lamentable,2,True,2019-12-17,2,3.5
lucubrator,2,True,2019-12-17,3,2.6667
sclerenchyma,1,True,2019-12-17,2,2.5
scind,0,True,2019-12-17,2,4.0
phalansterianism,0,True,2019-12-17,3,2.3333
songcraft,1,True,2019-12-17,2,3.0
putricide,0,True,2019-12-17,4,2.75
violent,1,True,2019-12-17,5,4.2
azoxytoluidine,2,True,2019-12-17,3,3.0
retroinsular,1,True,2019-12-17,2,4.5
dyscrasial,0,True,2019-12-17,2,3.5
payable,0,True,2019-12-17,4,2.5
tiralee,2,True,2019-12-17,2,2.5
Merops,2,True,2019-12-17,2,1.0
Tat,0,True,2019-12-17,3,2.6667
pishaug,0,True,2019-12-17,5,3.2
bewitchment,2,True,2019-12-17,4,4.0
insense,2,True,2019-12-17,3,2.3333
bronchoblennorrhea,0,True,2019-12-17,2,2.0
zoothecia,0,True,2019-12-17,7,3.8571
pentalobate,0,True,2019-12-17,2,2.5
melanoscope,2,True,2019-12-17,1,4.0
nonappearing,1,True,2019-12-17,1,5.0
hieratic,1,True,2019-12-17,3,3.3333
demiplacate,0,True,2019-12-17,3,4.0
bachelordom,1,True,2019-12-17,6,2.6667
oxycamphor,2,True,2019-12-17,7,4.0
stipulatory,1,True,2019-12-17,4,2.5
anthropomorphite,0,True,2019-12-17,5,3.2
interrelatedness,1,True,2019-12-17,2,2.5
Cristivomer,2,True,2019-12-17,4,3.25
supportive,2,True,2019-12-17,3,2.0
orthotonus,1,True,2019-12-17,4,2.75
scarface,2,True,2019-12-17,1,2.0
unfertileness,1,True,2019-12-17,5,2.6
revibration,2,True,2019-12-17,2,2.0
tracheoscopist,0,True,2019-12-17,4,3.5
gone,0,True,2019-12-17,6,2.1667
overwrought,1,True,2019-12-17,2,3.0
allopathy,1,True,2019-12-17,3,4.6667
